STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA ULA HUKUMET KONAGI
EARTHQUAKE DATE         : 2017/07/24 06:59:25 (GMT)
EPICENTER COORDINATES   : 36.94630N-27.58850E
EARTHQUAKE DEPTH (km)   : 10.69
EARTHQUAKE MAGNITUDE    : 3.0 ML
STATION ID              : 4821
STATION COORDINATES     : 37.10550N-28.41390E
STATION ALTITUDE (m)    : 615
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 53979/101915
RECORD TIME             : 24/07/2017 06:59:22.000000 (GMT)
NUMBER OF DATA          : 5765
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 0.129938 (E-W) 0.119803 (U-D) 0.12578
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.001559      0.000520     0.002599
   -0.000780     -0.009615    -0.001040
    0.012214     -0.015593    -0.023909
    0.005457      0.002859    -0.023389
   -0.006497     -0.008836    -0.028586
   -0.001299     -0.004938    -0.016632
   -0.009096      0.013254     0.004938
    0.004418      0.011694     0.008056
    0.002599     -0.007536     0.013254
    0.001299     -0.001819     0.000780
   -0.004158      0.001040    -0.003638
   -0.001299     -0.021570    -0.010915
    0.003638     -0.008836    -0.025468
   -0.006757      0.011175    -0.003638
    0.000260      0.009356     0.003119
   -0.001040      0.006757    -0.002599
    0.002079      0.015333     0.011954
   -0.007277      0.003119     0.013773
    0.006497     -0.009875     0.012994
    0.006237     -0.009356     0.010915
   -0.014553     -0.008836    -0.001819
   -0.004158      0.006237     0.002859
   -0.009096     -0.000780    -0.008836
   -0.004678      0.000260    -0.014553
    0.000520      0.008576     0.002599
    0.005457      0.005457    -0.005198
   -0.009096      0.003638     0.009615
   -0.006757      0.003638     0.012994
    0.009875      0.006497    -0.003638
    0.002079     -0.009875     0.003119
    0.004158     -0.006237    -0.009096
   -0.012734      0.001559    -0.014293
    0.002339      0.001819    -0.008056
    0.008056      0.002599    -0.001299
    0.005977      0.001299     0.010395
    0.005198      0.005717    -0.005977
   -0.005977     -0.008836    -0.023129
    0.009875     -0.007796    -0.009096
   -0.012994     -0.001040    -0.004938
    0.002599      0.002079    -0.012734
    0.011175      0.004678    -0.012734
   -0.011954     -0.007796    -0.017412
   -0.000260     -0.004418     0.001299
    0.001559      0.011435     0.018191
    0.018711      0.012734     0.017672
    0.015333     -0.010655     0.011435
   -0.003638     -0.018971    -0.018711
   -0.007796     -0.003638    -0.027027
   -0.009356      0.011954    -0.009875
   -0.014293      0.020790     0.017412
    0.007536      0.014293     0.012734
    0.009356     -0.010395    -0.015073
   -0.005977     -0.012994     0.002339
    0.011954      0.006497     0.001040
   -0.009096     -0.006757    -0.009356
    0.001819      0.000780    -0.002339
    0.000780      0.015333    -0.009615
   -0.006237      0.001819    -0.000520
    0.011954     -0.002339     0.016892
   -0.016372     -0.006497     0.004678
   -0.003898     -0.009615    -0.014033
    0.008836     -0.008316    -0.017412
    0.004418     -0.011175    -0.021570
   -0.011175      0.007796    -0.001299
   -0.006237      0.021310     0.004938
    0.003119     -0.005717    -0.001559
   -0.010655      0.003898     0.011954
    0.001819      0.002859     0.011175
    0.002859     -0.019231     0.019751
    0.022090     -0.002599     0.005198
    0.001040     -0.009356    -0.015852
   -0.009096     -0.012214    -0.016632
    0.003378     -0.003898    -0.025728
   -0.007017      0.003898    -0.012994
    0.004158      0.015333    -0.004418
   -0.016632      0.006757    -0.010915
    0.008576      0.006497    -0.022869
    0.005977      0.010135    -0.015593
   -0.022349      0.006237     0.005717
   -0.002859      0.001040     0.005977
   -0.003378     -0.008576     0.004938
    0.012734     -0.008576     0.003378
    0.004418     -0.007277    -0.002599
   -0.004938     -0.014293    -0.022869
   -0.003378      0.000780    -0.026248
   -0.006497      0.006757    -0.009356
   -0.006237      0.003378    -0.009356
   -0.002079      0.017672     0.013254
    0.009096      0.006757     0.033004
    0.000260      0.005457     0.018711
    0.013514      0.004678     0.008836
    0.004158     -0.015333    -0.011175
   -0.010395     -0.010915    -0.020270
   -0.008576      0.002339    -0.002599
   -0.009615      0.016112    -0.001819
    0.002079      0.014033     0.004158
   -0.002339      0.004938     0.007017
   -0.000520     -0.005457    -0.005198
    0.001559      0.007277     0.000520
   -0.012474      0.015073     0.008576
   -0.012474     -0.008316     0.002859
    0.014553     -0.003378    -0.027027
   -0.003119     -0.014553    -0.017932
   -0.007277     -0.011694     0.003638
    0.014553      0.006497    -0.016112
   -0.000260      0.004158     0.007796
    0.016372      0.004158     0.027287
   -0.002079     -0.008316     0.008836
   -0.001819     -0.002339    -0.008056
    0.009356     -0.003378    -0.011694
   -0.005198     -0.009875    -0.002339
    0.019751     -0.012734    -0.018191
   -0.012474     -0.005977    -0.029366
   -0.021830      0.012214    -0.019751
    0.000520      0.001559    -0.000780
    0.005457      0.011435     0.005198
    0.005977      0.000000    -0.012214
   -0.001299     -0.017412    -0.013254
    0.010395      0.012734    -0.009356
   -0.006237      0.013254     0.004418
   -0.000780      0.003898     0.026248
   -0.000520      0.005457     0.014553
